customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,RFM_total,rfm_segment,behavioral_segment,country,industry,subscription_type,revenue_formatted
CUST_001954,13,3,189.5,4,2,1,421,7,New Customers,Engaged Regulars,Germany,Media,Basic,$189.50
CUST_001955,45,2,152.58999999999997,1,1,1,111,3,Hibernating,Engaged Regulars,France,Technology,Basic,$152.59
CUST_001956,17,3,264.28,3,2,1,321,6,Lost,Engaged Regulars,USA,Media,Basic,$264.28
CUST_001957,13,3,8171.74,4,2,5,425,11,Potential Loyalists,Engaged Regulars,USA,Media,Premium,"$8,171.74"
CUST_001958,12,3,233.84,4,2,1,421,7,New Customers,Engaged Regulars,India,Consulting,Basic,$233.84
CUST_001959,13,3,242.34,4,2,1,421,7,New Customers,Engaged Regulars,Canada,Energy,Basic,$242.34
CUST_001960,12,3,2176.43,4,2,4,424,10,Potential Loyalists,Engaged Regulars,Canada,Technology,Enterprise,"$2,176.43"
CUST_001961,15,3,623.08,4,2,2,422,8,Potential Loyalists,Engaged Regulars,India,Real Estate,Professional,$623.08
CUST_001962,12,3,296.07,4,2,1,421,7,New Customers,Engaged Regulars,Australia,Technology,Basic,$296.07
CUST_001963,41,2,140.45,1,1,1,111,3,Hibernating,Engaged Regulars,Singapore,Retail,Basic,$140.45
CUST_001964,15,3,983.2,4,2,3,423,9,Potential Loyalists,Engaged Regulars,France,Media,Professional,$983.20
CUST_001965,13,3,223.24,4,2,1,421,7,New Customers,Engaged Regulars,Canada,Technology,Basic,$223.24
CUST_001966,11,3,272.41,4,2,1,421,7,New Customers,Engaged Regulars,India,Energy,Basic,$272.41
CUST_001967,10,3,139.69,4,2,1,421,7,New Customers,Engaged Regulars,France,Technology,Basic,$139.69
CUST_001968,11,2,460.02,4,1,2,412,7,New Customers,Engaged Regulars,UK,Real Estate,Professional,$460.02
CUST_001969,12,3,271.97,4,2,1,421,7,New Customers,Engaged Regulars,UK,Manufacturing,Basic,$271.97
CUST_001970,12,3,631.13,4,2,2,422,8,Potential Loyalists,Engaged Regulars,USA,Manufacturing,Professional,$631.13
CUST_001971,13,2,1150.8200000000002,4,1,3,413,8,New Customers,Engaged Regulars,Australia,Media,Enterprise,"$1,150.82"
CUST_001972,12,3,256.48,4,2,1,421,7,New Customers,Engaged Regulars,USA,Technology,Basic,$256.48
CUST_001973,9,3,230.93,5,2,1,521,8,New Customers,Engaged Regulars,USA,Finance,Basic,$230.93
CUST_001974,11,3,385.2,4,2,2,422,8,Potential Loyalists,Engaged Regulars,France,Real Estate,Professional,$385.20
CUST_001975,9,2,80.06,5,1,1,511,7,New Customers,Engaged Regulars,USA,Energy,Basic,$80.06
CUST_001976,43,2,2081.69,1,1,4,114,6,Hibernating,Engaged Regulars,USA,Consulting,Enterprise,"$2,081.69"
CUST_001977,10,3,128.06,4,2,1,421,7,New Customers,Engaged Regulars,Singapore,Energy,Basic,$128.06
CUST_001978,10,3,1735.81,4,2,3,423,9,Potential Loyalists,Engaged Regulars,USA,Media,Enterprise,"$1,735.81"
CUST_001979,12,3,444.26,4,2,2,422,8,Potential Loyalists,Engaged Regulars,Brazil,Technology,Professional,$444.26
CUST_001980,12,3,306.23,4,2,1,421,7,New Customers,Engaged Regulars,USA,Consulting,Basic,$306.23
CUST_001981,11,3,341.61,4,2,2,422,8,Potential Loyalists,Engaged Regulars,France,Retail,Basic,$341.61
CUST_001982,10,3,519.7,4,2,2,422,8,Potential Loyalists,Engaged Regulars,USA,Healthcare,Professional,$519.70
CUST_001983,7,2,1862.35,5,1,3,513,9,New Customers,Engaged Regulars,USA,Finance,Enterprise,"$1,862.35"
CUST_001984,11,2,81.03999999999999,4,1,1,411,6,New Customers,Engaged Regulars,UK,Healthcare,Basic,$81.04
CUST_001985,9,3,241.18,5,2,1,521,8,New Customers,Engaged Regulars,France,Real Estate,Basic,$241.18
CUST_001986,37,2,437.26,1,1,2,112,4,Hibernating,Engaged Regulars,Singapore,Healthcare,Professional,$437.26
CUST_001987,11,3,798.3,4,2,2,422,8,Potential Loyalists,Engaged Regulars,USA,Media,Professional,$798.30
CUST_001988,9,3,2417.32,5,2,4,524,11,Potential Loyalists,Engaged Regulars,USA,Energy,Enterprise,"$2,417.32"
CUST_001989,8,3,575.04,5,2,2,522,9,Potential Loyalists,Engaged Regulars,UK,Finance,Professional,$575.04
CUST_001990,11,3,356.72,4,2,2,422,8,Potential Loyalists,Engaged Regulars,USA,Media,Professional,$356.72
CUST_001991,7,3,3142.7,5,2,4,524,11,Potential Loyalists,Engaged Regulars,Japan,Finance,Enterprise,"$3,142.70"
CUST_001992,11,3,299.37,4,2,1,421,7,New Customers,Engaged Regulars,USA,Consulting,Basic,$299.37
CUST_001993,37,1,1547.3,1,1,3,113,5,Hibernating,Engaged Regulars,Australia,Finance,Premium,"$1,547.30"
CUST_001994,7,3,447.48,5,2,2,522,9,Potential Loyalists,Engaged Regulars,USA,Finance,Professional,$447.48
CUST_001995,9,3,1945.1599999999999,5,2,4,524,11,Potential Loyalists,Engaged Regulars,UK,Technology,Enterprise,"$1,945.16"
CUST_001996,6,3,262.51,5,2,1,521,8,New Customers,Engaged Regulars,USA,Manufacturing,Basic,$262.51
CUST_001997,6,2,126.75999999999999,5,1,1,511,7,New Customers,Engaged Regulars,Australia,Real Estate,Basic,$126.76
CUST_001998,7,3,403.5,5,2,2,522,9,Potential Loyalists,Engaged Regulars,Germany,Finance,Professional,$403.50
CUST_001999,8,3,313.59000000000003,5,2,1,521,8,New Customers,Engaged Regulars,UK,Finance,Basic,$313.59
CUST_002000,6,3,279.36,5,2,1,521,8,New Customers,Engaged Regulars,Germany,Technology,Basic,$279.36
CUST_002001,5,3,1017.69,5,2,3,523,10,Potential Loyalists,Engaged Regulars,France,Manufacturing,Enterprise,"$1,017.69"
CUST_002002,5,3,337.63,5,2,1,521,8,New Customers,Engaged Regulars,Australia,Real Estate,Basic,$337.63
CUST_002003,36,2,184.41,1,1,1,111,3,Hibernating,Engaged Regulars,USA,Energy,Basic,$184.41
CUST_002004,6,3,909.06,5,2,3,523,10,Potential Loyalists,Engaged Regulars,UK,Consulting,Professional,$909.06
CUST_002005,3,3,145.85,5,2,1,521,8,New Customers,Engaged Regulars,Canada,Retail,Basic,$145.85
CUST_002006,7,3,201.69,5,2,1,521,8,New Customers,Engaged Regulars,USA,Real Estate,Basic,$201.69
CUST_002007,5,3,113.75999999999999,5,2,1,521,8,New Customers,Engaged Regulars,Canada,Real Estate,Basic,$113.76
CUST_002008,7,3,96.15,5,2,1,521,8,New Customers,Engaged Regulars,France,Consulting,Basic,$96.15
CUST_002009,37,2,1070.76,1,1,3,113,5,Hibernating,Engaged Regulars,Brazil,Energy,Enterprise,"$1,070.76"
CUST_002010,34,2,210.62,1,1,1,111,3,Hibernating,Engaged Regulars,USA,Energy,Basic,$210.62
CUST_002011,4,2,69.36,5,1,1,511,7,New Customers,Engaged Regulars,UK,Retail,Basic,$69.36
CUST_002012,3,3,1111.17,5,2,3,523,10,Potential Loyalists,Engaged Regulars,Canada,Finance,Enterprise,"$1,111.17"
CUST_002013,4,3,1076.34,5,2,3,523,10,Potential Loyalists,Engaged Regulars,Canada,Education,Enterprise,"$1,076.34"
CUST_002014,6,3,250.23000000000002,5,2,1,521,8,New Customers,Engaged Regulars,UK,Technology,Basic,$250.23
CUST_002015,4,3,165.04,5,2,1,521,8,New Customers,Engaged Regulars,Canada,Consulting,Basic,$165.04
CUST_002016,4,3,107.72,5,2,1,521,8,New Customers,Engaged Regulars,Canada,Healthcare,Basic,$107.72
CUST_002017,3,2,7713.39,5,1,5,515,11,New Customers,Engaged Regulars,USA,Media,Premium,"$7,713.39"
CUST_002018,5,3,7660.389999999999,5,2,5,525,12,Potential Loyalists,Engaged Regulars,USA,Finance,Premium,"$7,660.39"
CUST_002019,4,3,2626.74,5,2,4,524,11,Potential Loyalists,Engaged Regulars,Singapore,Consulting,Enterprise,"$2,626.74"
CUST_002020,3,3,733.7,5,2,2,522,9,Potential Loyalists,Engaged Regulars,France,Consulting,Professional,$733.70
CUST_002021,4,3,143.51999999999998,5,2,1,521,8,New Customers,Engaged Regulars,Japan,Energy,Basic,$143.52
CUST_002022,2,3,863.3199999999999,5,2,2,522,9,Potential Loyalists,Engaged Regulars,Germany,Real Estate,Professional,$863.32
CUST_002023,4,3,969.77,5,2,3,523,10,Potential Loyalists,Engaged Regulars,UK,Education,Professional,$969.77
CUST_002024,4,3,870.96,5,2,2,522,9,Potential Loyalists,Engaged Regulars,UK,Healthcare,Professional,$870.96
CUST_002025,34,2,126.17,1,1,1,111,3,Hibernating,Engaged Regulars,Japan,Education,Basic,$126.17
CUST_002026,33,2,612.64,1,1,2,112,4,Hibernating,Engaged Regulars,India,Media,Professional,$612.64
CUST_002027,31,2,620.54,2,1,2,212,5,About to Sleep,Engaged Regulars,Japan,Media,Professional,$620.54
CUST_002028,32,2,115.03,1,1,1,111,3,Hibernating,Engaged Regulars,Australia,Healthcare,Basic,$115.03
CUST_002029,30,1,44.02,2,1,1,211,4,About to Sleep,Engaged Regulars,Australia,Finance,Basic,$44.02
CUST_002030,30,2,3882.33,2,1,4,214,7,About to Sleep,Engaged Regulars,Brazil,Manufacturing,Premium,"$3,882.33"
CUST_002031,32,2,150.35000000000002,1,1,1,111,3,Hibernating,Engaged Regulars,USA,Media,Basic,$150.35
CUST_002032,30,2,162.58999999999997,2,1,1,211,4,About to Sleep,Engaged Regulars,Australia,Retail,Basic,$162.59
CUST_002033,32,2,158.39,1,1,1,111,3,Hibernating,Engaged Regulars,Japan,Healthcare,Basic,$158.39
CUST_002034,33,2,6882.6900000000005,1,1,5,115,7,Hibernating,Engaged Regulars,USA,Energy,Premium,"$6,882.69"
CUST_002035,31,2,1857.74,2,1,3,213,6,About to Sleep,Engaged Regulars,Canada,Real Estate,Enterprise,"$1,857.74"
CUST_002036,31,2,693.01,2,1,2,212,5,About to Sleep,Engaged Regulars,UK,Consulting,Professional,$693.01
CUST_002037,29,2,425.15999999999997,2,1,2,212,5,About to Sleep,Engaged Regulars,France,Manufacturing,Professional,$425.16
CUST_002038,33,2,348.39,1,1,2,112,4,Hibernating,Engaged Regulars,Canada,Education,Professional,$348.39
CUST_002039,30,2,225.16,2,1,1,211,4,About to Sleep,Engaged Regulars,UK,Consulting,Basic,$225.16
CUST_002040,29,2,217.26999999999998,2,1,1,211,4,About to Sleep,Engaged Regulars,Australia,Education,Basic,$217.27
CUST_002041,28,2,158.93,2,1,1,211,4,About to Sleep,Engaged Regulars,Canada,Consulting,Basic,$158.93
CUST_002042,32,2,572.9200000000001,1,1,2,112,4,Hibernating,Engaged Regulars,France,Energy,Professional,$572.92
CUST_002043,31,2,143.91,2,1,1,211,4,About to Sleep,Engaged Regulars,USA,Real Estate,Basic,$143.91
CUST_002044,32,2,629.4,1,1,2,112,4,Hibernating,Engaged Regulars,USA,Finance,Professional,$629.40
CUST_002045,32,2,181.68,1,1,1,111,3,Hibernating,Engaged Regulars,Japan,Retail,Basic,$181.68
CUST_002046,29,2,71.62,2,1,1,211,4,About to Sleep,Engaged Regulars,Canada,Retail,Basic,$71.62
CUST_002047,29,2,1446.71,2,1,3,213,6,About to Sleep,Engaged Regulars,Germany,Technology,Enterprise,"$1,446.71"
CUST_002048,28,1,289.1,2,1,1,211,4,About to Sleep,Engaged Regulars,UK,Healthcare,Professional,$289.10
CUST_002049,31,1,99.11,2,1,1,211,4,About to Sleep,Engaged Regulars,USA,Retail,Basic,$99.11
CUST_002050,28,2,132.47,2,1,1,211,4,About to Sleep,Engaged Regulars,USA,Media,Basic,$132.47
CUST_002051,29,2,388.97,2,1,2,212,5,About to Sleep,Engaged Regulars,France,Education,Professional,$388.97
CUST_002052,30,2,68.43,2,1,1,211,4,About to Sleep,Engaged Regulars,Germany,Retail,Basic,$68.43
CUST_002053,28,2,548.4200000000001,2,1,2,212,5,About to Sleep,Engaged Regulars,USA,Retail,Professional,$548.42
CUST_002054,30,2,193.03,2,1,1,211,4,About to Sleep,Engaged Regulars,India,Manufacturing,Basic,$193.03
CUST_002055,28,2,370.32000000000005,2,1,2,212,5,About to Sleep,Engaged Regulars,Brazil,Manufacturing,Professional,$370.32
CUST_002056,27,2,374.21000000000004,2,1,2,212,5,About to Sleep,Engaged Regulars,Germany,Energy,Professional,$374.21
CUST_002057,28,2,84.9,2,1,1,211,4,About to Sleep,Engaged Regulars,USA,Technology,Basic,$84.90
CUST_002058,29,2,143.13,2,1,1,211,4,About to Sleep,Engaged Regulars,France,Education,Basic,$143.13
CUST_002059,27,2,562.8,2,1,2,212,5,About to Sleep,Engaged Regulars,Brazil,Consulting,Professional,$562.80
CUST_002060,29,2,621.11,2,1,2,212,5,About to Sleep,Engaged Regulars,USA,Technology,Professional,$621.11
CUST_002061,27,2,376.13,2,1,2,212,5,About to Sleep,Engaged Regulars,USA,Retail,Professional,$376.13
CUST_002062,29,2,2197.94,2,1,4,214,7,About to Sleep,Engaged Regulars,Canada,Education,Enterprise,"$2,197.94"
CUST_002063,28,2,650.2,2,1,2,212,5,About to Sleep,Engaged Regulars,Australia,Real Estate,Professional,$650.20
CUST_002064,30,2,5247.0599999999995,2,1,5,215,8,About to Sleep,Engaged Regulars,Canada,Technology,Premium,"$5,247.06"
CUST_002065,28,2,91.79,2,1,1,211,4,About to Sleep,Engaged Regulars,USA,Real Estate,Basic,$91.79
CUST_002066,27,2,206.44,2,1,1,211,4,About to Sleep,Engaged Regulars,USA,Real Estate,Basic,$206.44
CUST_002067,56,1,324.19,1,1,1,111,3,Hibernating,Engaged Regulars,France,Energy,Professional,$324.19
CUST_002068,28,2,192.39,2,1,1,211,4,About to Sleep,Engaged Regulars,France,Real Estate,Basic,$192.39
CUST_002069,29,2,216.94,2,1,1,211,4,About to Sleep,Engaged Regulars,Canada,Media,Basic,$216.94
CUST_002070,28,2,603.5999999999999,2,1,2,212,5,About to Sleep,Engaged Regulars,France,Technology,Professional,$603.60
CUST_002071,26,2,160.07,2,1,1,211,4,About to Sleep,Engaged Regulars,UK,Manufacturing,Basic,$160.07
CUST_002072,25,2,1586.9,2,1,3,213,6,About to Sleep,Engaged Regulars,USA,Education,Enterprise,"$1,586.90"
CUST_002073,24,2,328.31,2,1,1,211,4,About to Sleep,Engaged Regulars,Brazil,Technology,Professional,$328.31
CUST_002074,27,2,606.86,2,1,2,212,5,About to Sleep,Engaged Regulars,USA,Education,Professional,$606.86
CUST_002075,28,1,402.86,2,1,2,212,5,About to Sleep,Engaged Regulars,Canada,Education,Enterprise,$402.86
CUST_002076,24,2,126.05,2,1,1,211,4,About to Sleep,Engaged Regulars,USA,Finance,Basic,$126.05
CUST_002077,27,2,120.84,2,1,1,211,4,About to Sleep,Engaged Regulars,Canada,Technology,Basic,$120.84
CUST_002078,25,2,165.05,2,1,1,211,4,About to Sleep,Engaged Regulars,USA,Media,Basic,$165.05
CUST_002079,27,2,1590.63,2,1,3,213,6,About to Sleep,Engaged Regulars,Germany,Finance,Enterprise,"$1,590.63"
CUST_002080,23,2,313.0,3,1,1,311,5,Lost,Engaged Regulars,India,Media,Professional,$313.00
CUST_002081,24,1,103.07,2,1,1,211,4,About to Sleep,Engaged Regulars,Germany,Healthcare,Basic,$103.07
CUST_002082,53,1,90.82,1,1,1,111,3,Hibernating,Engaged Regulars,Germany,Manufacturing,Basic,$90.82
CUST_002083,27,2,178.8,2,1,1,211,4,About to Sleep,Engaged Regulars,France,Education,Basic,$178.80
CUST_002084,23,2,133.57999999999998,3,1,1,311,5,Lost,Engaged Regulars,USA,Manufacturing,Basic,$133.58
CUST_002085,24,2,208.26999999999998,2,1,1,211,4,About to Sleep,Engaged Regulars,UK,Real Estate,Basic,$208.27
CUST_002086,27,2,4314.68,2,1,4,214,7,About to Sleep,Engaged Regulars,USA,Education,Premium,"$4,314.68"
CUST_002087,25,2,325.09000000000003,2,1,1,211,4,About to Sleep,Engaged Regulars,UK,Manufacturing,Professional,$325.09
CUST_002088,55,1,1531.24,1,1,3,113,5,Hibernating,Engaged Regulars,Japan,Manufacturing,Premium,"$1,531.24"
CUST_002089,25,2,1942.54,2,1,4,214,7,About to Sleep,Engaged Regulars,France,Education,Enterprise,"$1,942.54"
CUST_002090,24,2,213.29,2,1,1,211,4,About to Sleep,Engaged Regulars,UK,Retail,Basic,$213.29
CUST_002091,22,2,460.91999999999996,3,1,2,312,6,Lost,Engaged Regulars,UK,Real Estate,Professional,$460.92
CUST_002092,26,2,212.88,2,1,1,211,4,About to Sleep,Engaged Regulars,Canada,Real Estate,Basic,$212.88
CUST_002093,23,2,365.78,3,1,2,312,6,Lost,Engaged Regulars,USA,Finance,Professional,$365.78
CUST_002094,23,2,560.49,3,1,2,312,6,Lost,Engaged Regulars,USA,Real Estate,Professional,$560.49
CUST_002095,26,2,373.86,2,1,2,212,5,About to Sleep,Engaged Regulars,Canada,Energy,Professional,$373.86
CUST_002096,26,2,915.0799999999999,2,1,3,213,6,About to Sleep,Engaged Regulars,Australia,Education,Enterprise,$915.08
CUST_002097,26,2,604.8,2,1,2,212,5,About to Sleep,Engaged Regulars,Germany,Healthcare,Professional,$604.80
CUST_002098,22,2,174.58999999999997,3,1,1,311,5,Lost,Engaged Regulars,France,Energy,Basic,$174.59
CUST_002099,25,2,99.39,2,1,1,211,4,About to Sleep,Engaged Regulars,USA,Finance,Basic,$99.39
CUST_002100,22,2,443.41999999999996,3,1,2,312,6,Lost,Engaged Regulars,UK,Technology,Professional,$443.42
CUST_002101,24,2,85.3,2,1,1,211,4,About to Sleep,Engaged Regulars,Japan,Energy,Basic,$85.30
CUST_002102,22,2,7907.27,3,1,5,315,9,Lost,Engaged Regulars,USA,Manufacturing,Premium,"$7,907.27"
CUST_002103,52,1,314.59,1,1,1,111,3,Hibernating,Engaged Regulars,USA,Consulting,Professional,$314.59
CUST_002104,50,1,222.97,1,1,1,111,3,Hibernating,Engaged Regulars,France,Education,Professional,$222.97
CUST_002105,21,2,83.36,3,1,1,311,5,Lost,Engaged Regulars,USA,Technology,Basic,$83.36
CUST_002106,21,2,238.38,3,1,1,311,5,Lost,Engaged Regulars,USA,Manufacturing,Professional,$238.38
CUST_002107,24,1,83.73,2,1,1,211,4,About to Sleep,Engaged Regulars,Germany,Manufacturing,Basic,$83.73
CUST_002108,24,2,1193.63,2,1,3,213,6,About to Sleep,Engaged Regulars,France,Retail,Enterprise,"$1,193.63"
CUST_002109,19,2,356.96,3,1,2,312,6,Lost,Engaged Regulars,USA,Retail,Professional,$356.96
CUST_002110,22,2,117.66,3,1,1,311,5,Lost,Engaged Regulars,Canada,Energy,Basic,$117.66
CUST_002111,23,2,529.02,3,1,2,312,6,Lost,Engaged Regulars,UK,Real Estate,Professional,$529.02
CUST_002112,20,2,932.19,3,1,3,313,7,Lost,Engaged Regulars,Brazil,Manufacturing,Enterprise,$932.19
CUST_002113,21,2,281.49,3,1,1,311,5,Lost,Engaged Regulars,France,Manufacturing,Professional,$281.49
CUST_002114,23,2,486.76,3,1,2,312,6,Lost,Engaged Regulars,UK,Consulting,Professional,$486.76
CUST_002115,19,1,49.43,3,1,1,311,5,Lost,Engaged Regulars,Germany,Healthcare,Basic,$49.43
CUST_002116,51,1,240.0,1,1,1,111,3,Hibernating,Engaged Regulars,Canada,Education,Professional,$240.00
CUST_002117,22,2,925.1800000000001,3,1,3,313,7,Lost,Engaged Regulars,UK,Manufacturing,Enterprise,$925.18
CUST_002118,22,2,159.65,3,1,1,311,5,Lost,Engaged Regulars,USA,Manufacturing,Basic,$159.65
CUST_002119,22,2,794.48,3,1,2,312,6,Lost,Engaged Regulars,USA,Finance,Enterprise,$794.48
CUST_002120,18,2,209.6,3,1,1,311,5,Lost,Engaged Regulars,Canada,Consulting,Basic,$209.60
CUST_002121,22,1,68.39,3,1,1,311,5,Lost,Engaged Regulars,Canada,Energy,Basic,$68.39
CUST_002122,22,2,236.82,3,1,1,311,5,Lost,Engaged Regulars,Australia,Finance,Professional,$236.82
CUST_002123,21,2,2787.6499999999996,3,1,4,314,8,Lost,Engaged Regulars,UK,Technology,Premium,"$2,787.65"
CUST_002124,20,2,80.67,3,1,1,311,5,Lost,Engaged Regulars,USA,Technology,Basic,$80.67
CUST_002125,21,2,3137.5,3,1,4,314,8,Lost,Engaged Regulars,France,Media,Premium,"$3,137.50"
CUST_002126,20,2,210.63,3,1,1,311,5,Lost,Engaged Regulars,UK,Consulting,Basic,$210.63
CUST_002127,17,2,512.78,3,1,2,312,6,Lost,Engaged Regulars,UK,Real Estate,Professional,$512.78
CUST_002128,21,2,379.28999999999996,3,1,2,312,6,Lost,Engaged Regulars,USA,Manufacturing,Professional,$379.29
CUST_002129,21,2,556.5,3,1,2,312,6,Lost,Engaged Regulars,Singapore,Retail,Professional,$556.50
CUST_002130,21,2,291.83000000000004,3,1,1,311,5,Lost,Engaged Regulars,UK,Energy,Professional,$291.83
CUST_002131,17,2,1582.13,3,1,3,313,7,Lost,Engaged Regulars,USA,Real Estate,Enterprise,"$1,582.13"
CUST_002132,19,2,198.26999999999998,3,1,1,311,5,Lost,Engaged Regulars,UK,Healthcare,Basic,$198.27
CUST_002133,18,2,273.48,3,1,1,311,5,Lost,Engaged Regulars,France,Real Estate,Professional,$273.48
CUST_002134,17,2,175.51,3,1,1,311,5,Lost,Engaged Regulars,France,Manufacturing,Basic,$175.51
CUST_002135,17,2,4452.67,3,1,4,314,8,Lost,Engaged Regulars,Australia,Real Estate,Premium,"$4,452.67"
CUST_002136,17,1,1452.82,3,1,3,313,7,Lost,Engaged Regulars,France,Retail,Premium,"$1,452.82"
CUST_002137,16,2,341.03,4,1,2,412,7,New Customers,Engaged Regulars,USA,Consulting,Professional,$341.03
CUST_002138,15,2,402.52,4,1,2,412,7,New Customers,Engaged Regulars,France,Education,Professional,$402.52
CUST_002139,17,2,205.99,3,1,1,311,5,Lost,Engaged Regulars,UK,Education,Basic,$205.99
CUST_002140,15,2,138.4,4,1,1,411,6,New Customers,Engaged Regulars,USA,Education,Basic,$138.40
CUST_002141,17,2,253.76,3,1,1,311,5,Lost,Engaged Regulars,USA,Technology,Professional,$253.76
CUST_002142,15,2,122.78,4,1,1,411,6,New Customers,Engaged Regulars,USA,Healthcare,Basic,$122.78
CUST_002143,19,2,618.4,3,1,2,312,6,Lost,Engaged Regulars,Germany,Real Estate,Professional,$618.40
CUST_002144,19,2,580.48,3,1,2,312,6,Lost,Engaged Regulars,Japan,Manufacturing,Professional,$580.48
CUST_002145,15,2,1633.44,4,1,3,413,8,New Customers,Engaged Regulars,UK,Consulting,Enterprise,"$1,633.44"
CUST_002146,15,1,53.99,4,1,1,411,6,New Customers,Engaged Regulars,Germany,Energy,Basic,$53.99
CUST_002147,15,2,1198.8000000000002,4,1,3,413,8,New Customers,Engaged Regulars,Germany,Healthcare,Enterprise,"$1,198.80"
CUST_002148,14,2,194.41,4,1,1,411,6,New Customers,Engaged Regulars,UK,Healthcare,Basic,$194.41
CUST_002149,44,1,103.34,1,1,1,111,3,Hibernating,Engaged Regulars,USA,Energy,Basic,$103.34
CUST_002150,48,1,209.98,1,1,1,111,3,Hibernating,Engaged Regulars,UK,Consulting,Professional,$209.98
CUST_002151,47,1,1678.14,1,1,3,113,5,Hibernating,Engaged Regulars,USA,Consulting,Premium,"$1,678.14"
CUST_002152,18,2,674.3299999999999,3,1,2,312,6,Lost,Engaged Regulars,Australia,Finance,Professional,$674.33
CUST_002153,16,2,78.53999999999999,4,1,1,411,6,New Customers,Engaged Regulars,Japan,Media,Basic,$78.54
CUST_002154,16,1,297.61,4,1,1,411,6,New Customers,Engaged Regulars,Germany,Retail,Professional,$297.61
CUST_002155,17,2,1381.67,3,1,3,313,7,Lost,Engaged Regulars,Japan,Consulting,Enterprise,"$1,381.67"
CUST_002156,16,2,4890.75,4,1,5,415,10,New Customers,Engaged Regulars,USA,Media,Premium,"$4,890.75"
CUST_002157,16,2,1561.56,4,1,3,413,8,New Customers,Engaged Regulars,USA,Education,Enterprise,"$1,561.56"
CUST_002158,14,2,95.75999999999999,4,1,1,411,6,New Customers,Engaged Regulars,Singapore,Retail,Basic,$95.76
CUST_002159,16,2,182.93,4,1,1,411,6,New Customers,Engaged Regulars,Canada,Healthcare,Basic,$182.93
CUST_002160,16,2,606.54,4,1,2,412,7,New Customers,Engaged Regulars,UK,Consulting,Professional,$606.54
CUST_002161,45,1,2501.46,1,1,4,114,6,Hibernating,Engaged Regulars,France,Healthcare,Premium,"$2,501.46"
CUST_002162,14,2,469.85,4,1,2,412,7,New Customers,Engaged Regulars,Canada,Real Estate,Professional,$469.85
CUST_002163,14,2,5981.09,4,1,5,415,10,New Customers,Engaged Regulars,Australia,Healthcare,Premium,"$5,981.09"
CUST_002164,14,2,3753.8999999999996,4,1,4,414,9,New Customers,Engaged Regulars,USA,Finance,Premium,"$3,753.90"
CUST_002165,11,2,958.68,4,1,3,413,8,New Customers,Engaged Regulars,USA,Media,Enterprise,$958.68
CUST_002166,11,2,176.86,4,1,1,411,6,New Customers,Engaged Regulars,USA,Healthcare,Basic,$176.86
CUST_002167,15,2,585.47,4,1,2,412,7,New Customers,Engaged Regulars,UK,Consulting,Professional,$585.47
CUST_002168,14,2,118.67,4,1,1,411,6,New Customers,Engaged Regulars,UK,Media,Basic,$118.67
CUST_002169,15,2,826.37,4,1,2,412,7,New Customers,Engaged Regulars,France,Technology,Enterprise,$826.37
CUST_002170,11,2,221.62,4,1,1,411,6,New Customers,Engaged Regulars,UK,Finance,Basic,$221.62
CUST_002171,13,2,188.82999999999998,4,1,1,411,6,New Customers,Engaged Regulars,UK,Technology,Basic,$188.83
CUST_002172,12,2,1434.59,4,1,3,413,8,New Customers,Engaged Regulars,Japan,Finance,Enterprise,"$1,434.59"
CUST_002173,13,2,128.38,4,1,1,411,6,New Customers,Engaged Regulars,France,Manufacturing,Basic,$128.38
CUST_002174,12,2,430.59000000000003,4,1,2,412,7,New Customers,Engaged Regulars,Australia,Consulting,Professional,$430.59
CUST_002175,12,2,538.72,4,1,2,412,7,New Customers,Engaged Regulars,Japan,Retail,Professional,$538.72
CUST_002176,12,2,367.28,4,1,2,412,7,New Customers,Engaged Regulars,Australia,Education,Professional,$367.28
CUST_002177,12,2,6507.99,4,1,5,415,10,New Customers,Engaged Regulars,UK,Manufacturing,Premium,"$6,507.99"
CUST_002178,11,2,556.0,4,1,2,412,7,New Customers,Engaged Regulars,Germany,Media,Professional,$556.00
CUST_002179,10,2,681.04,4,1,2,412,7,New Customers,Engaged Regulars,USA,Education,Professional,$681.04
CUST_002180,9,2,67.62,5,1,1,511,7,New Customers,Engaged Regulars,France,Consulting,Basic,$67.62
CUST_002181,9,2,412.97,5,1,2,512,8,New Customers,Engaged Regulars,USA,Energy,Professional,$412.97
CUST_002182,12,2,619.04,4,1,2,412,7,New Customers,Engaged Regulars,Australia,Finance,Professional,$619.04
CUST_002183,11,2,462.35,4,1,2,412,7,New Customers,Engaged Regulars,USA,Technology,Professional,$462.35
CUST_002184,12,1,341.0,4,1,1,411,6,New Customers,Engaged Regulars,USA,Energy,Professional,$341.00
CUST_002185,11,2,180.5,4,1,1,411,6,New Customers,Engaged Regulars,USA,Technology,Basic,$180.50
CUST_002186,10,1,41.6,4,1,1,411,6,New Customers,Engaged Regulars,USA,Education,Basic,$41.60
CUST_002187,10,2,205.32,4,1,1,411,6,New Customers,Engaged Regulars,USA,Manufacturing,Basic,$205.32
CUST_002188,8,2,426.72,5,1,2,512,8,New Customers,Engaged Regulars,Germany,Retail,Professional,$426.72
CUST_002189,11,2,1334.06,4,1,3,413,8,New Customers,Engaged Regulars,UK,Consulting,Enterprise,"$1,334.06"
