customer_id,retention_action,urgency,recommended_discount,specific_action
CUST_001877,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001878,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001879,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001880,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001881,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001882,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001883,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001884,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001885,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001886,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001887,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001888,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001889,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001890,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001891,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001892,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001893,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001894,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001895,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001896,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001897,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001898,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001899,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001900,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001901,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001902,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001903,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001904,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001905,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001906,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001907,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001908,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001909,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001910,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001911,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001912,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001913,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001914,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001915,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001916,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001917,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001918,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001919,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001920,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001921,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001922,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001923,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001924,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001925,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001926,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001927,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001928,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001929,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001930,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001931,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001932,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001933,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001934,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001935,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001936,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001937,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001938,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001939,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001940,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001941,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001942,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001943,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001944,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001945,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001946,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001947,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001948,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001949,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001950,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001951,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001952,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001953,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001954,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001955,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001956,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001957,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001958,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001959,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001960,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001961,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001962,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001963,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001964,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001965,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001966,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001967,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001968,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001969,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001970,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001971,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001972,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001973,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001974,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001975,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001976,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001977,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001978,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001979,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001980,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001981,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001982,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001983,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001984,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001985,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001986,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001987,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001988,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001989,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001990,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001991,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001992,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001993,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001994,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001995,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001996,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001997,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001998,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001999,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002000,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002001,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002002,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002003,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002004,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002005,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002006,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002007,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002008,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002009,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002010,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002011,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002012,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002013,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002014,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002015,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002016,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002017,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002018,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002019,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002020,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002021,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002022,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002023,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002024,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002025,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002026,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002027,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002028,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002029,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002030,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002031,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002032,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002033,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002034,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002035,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002036,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002037,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002038,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002039,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002040,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002041,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002042,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002043,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002044,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002045,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002046,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002047,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002048,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002049,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002050,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002051,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002052,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002053,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002054,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002055,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002056,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002057,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002058,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002059,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002060,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002061,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002062,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002063,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002064,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002065,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002066,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002067,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002068,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002069,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002070,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002071,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002072,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002073,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002074,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002075,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002076,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002077,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002078,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002079,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002080,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002081,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002082,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002083,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002084,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002085,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002086,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002087,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002088,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002089,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002090,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002091,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002092,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002093,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002094,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002095,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002096,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002097,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002098,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002099,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002100,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002101,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002102,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002103,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002104,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002105,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002106,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002107,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002108,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002109,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002110,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002111,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002112,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002113,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002114,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002115,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002116,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002117,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002118,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002119,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002120,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002121,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002122,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002123,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002124,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002125,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002126,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002127,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002128,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002129,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002130,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002131,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002132,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002133,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002134,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002135,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002136,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002137,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002138,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002139,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002140,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002141,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002142,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002143,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002144,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002145,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002146,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002147,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002148,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002149,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002150,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002151,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002152,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002153,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002154,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002155,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002156,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002157,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002158,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002159,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002160,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002161,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002162,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002163,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002164,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002165,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002166,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002167,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002168,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002169,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002170,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002171,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002172,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002173,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002174,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002175,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002176,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002177,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002178,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002179,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002180,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002181,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002182,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002183,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002184,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002185,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002186,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002187,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002188,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002189,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002190,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002191,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002192,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002193,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002194,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002195,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002196,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002197,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002198,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002199,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002200,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002201,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002202,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002203,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002204,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002205,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002206,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002207,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002208,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002209,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002210,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002211,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002212,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002213,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002214,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002215,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002216,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002217,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002218,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002219,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002220,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002221,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002222,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002223,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002224,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002225,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002226,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002227,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002228,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002229,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002230,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002231,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002232,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002233,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002234,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002235,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002236,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002237,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002238,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002239,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002240,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002241,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002242,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
